probe_id,log2FoldChange,AveExpr,t,P.Value,padj,B
200744_s_at,-0.3398512953225511,5.839624105730673,-6.634127746515393,7.954365030717857e-11,5.761670897503746e-10,13.639765670380362
209377_s_at,-0.44709697290853906,7.023799529423165,-6.649259317325098,7.234107525322212e-11,5.275629266084197e-10,13.633918606836145
209295_at,-0.5265553573001441,5.4515769526446,-6.629558186572878,8.18537779084967e-11,5.913010942236852e-10,13.624389948236182
228046_at,0.5473070415580249,4.298662467443794,6.56214447722213,1.246399524775087e-10,8.714756804955018e-10,13.604457867137754
202226_s_at,-0.369467082985845,5.496015686742049,-6.625542666165173,8.393802568979241e-11,6.059488337026591e-10,13.602313888168458
219352_at,-0.576156031866019,3.795064241186301,-6.572570977960389,1.1681846559441287e-10,8.195653057714113e-10,13.592786279941794
223278_at,-0.7606028963065612,5.287512956900173,-6.623724172199345,8.489894626837994e-11,6.120608421084483e-10,13.591349124241638
226994_at,0.3921012303091739,5.704487155352175,6.620101530212861,8.684546213983286e-11,6.248323948314502e-10,13.587493491464057
226372_at,-0.6035982223844173,3.1933587267543344,-6.548155392998088,1.359449729603936e-10,9.469301009913503e-10,13.575391668390367
212183_at,0.6748364281130772,5.009435153269331,6.584099221432215,1.0873002623915406e-10,7.668365840026711e-10,13.566445357973636
214385_s_at,-0.7903276408861528,2.2398820043542362,-6.531910269428265,1.5033773807354248e-10,1.0404187260864732e-9,13.564595630425615
204352_at,0.7088484198251696,5.555904666714424,6.606359287178047,9.463531008747394e-11,6.754350945816845e-10,13.558210917308553
1553705_a_at,0.7308081284255599,3.7618871410604897,6.536404976411458,1.462125146092139e-10,1.0144913659381532e-9,13.555580674889207
225326_at,0.33254155411186026,5.144848948481387,6.6012185478318814,9.772207021638761e-11,6.960748259495747e-10,13.550838323968364
211678_s_at,0.3608561355316533,6.760618002853116,6.622593771063886,8.550169541063432e-11,6.159917033854239e-10,13.54632700940624
226941_at,0.42222118762162325,5.1389725303239855,6.59660679414426,1.005750498026974e-10,7.149704767991356e-10,13.542496468538008
1554408_a_at,-0.5493794523003529,5.293833099459044,-6.614082268856495,9.017690840994384e-11,6.474967961097375e-10,13.537948322215497
210145_at,-1.138921875027228,2.536663944391397,-6.534409036225821,1.4803050397119518e-10,1.0257767070138513e-9,13.530583893677909
202322_s_at,0.3141134729822218,5.563612147720894,6.609559946157062,9.276197353011871e-11,6.651666816788231e-10,13.529994022610982
234981_x_at,0.3713094047606583,6.977291249695966,6.619751767046442,8.703569677867503e-11,6.257808185167419e-10,13.513720301440774
218557_at,0.38064817891072616,5.81634094317503,6.606565999246893,9.451320979787552e-11,6.75013344376427e-10,13.496502627990292
203820_s_at,-1.3173520662205047,1.8365412188931391,-6.519659781231999,1.6216894515660227e-10,1.1194045808393557e-9,13.492212124258838
243669_s_at,1.4743297531962503,5.038416843464116,6.5439755976682505,1.3951362516853703e-10,9.69895825068486e-10,13.491121053987452
