probe_id,deseq2_lfc,deseq2_padj,edger_lfc,edger_padj,limma_lfc,limma_padj
202510_s_at,0.787026213349368,7.044378718973358e-15,0.7048344920172203,3.458583693374685e-13,-0.5750914201769186,4.9538732848974705e-11
202511_s_at,0.12996304863239058,0.05879449442696546,0.0778056037490292,0.19121876145961184,-0.09836313901190771,0.1070335379577384
202514_at,-0.10639097480652798,0.20655746235965564,-0.16468671924385914,0.01938318101220733,0.16600702433688239,0.02008081747336585
202515_at,-0.22726851685036575,5.1450365377742246e-5,-0.29194234466953223,3.8736041787975177e-08,0.29732683927471676,2.1515693999338445e-8
202519_at,0.1499803377040217,0.09184684604041728,0.06856228698042517,0.42863204499194407,-0.06638725672394184,0.470701232840215
202520_s_at,-0.9216196666235924,6.716299798800104e-39,-0.978155554959749,1.579560836074001e-41,1.3026872176041202,2.618895016763651e-41
202521_at,0.12620406964624664,6.391258827093789e-4,0.06302221931740776,0.07671859134071585,-0.06265991588054011,0.07230727045644963
202522_at,0.07106911541961931,0.17870062201752812,0.00513229193923341,0.9216431585123116,-0.02086990106559454,0.6749779561628668
202525_at,-0.1559274441969188,0.15662015333430765,-0.2395424687158976,0.02033874964059826,0.3166183826322414,0.00508127248186863
202527_s_at,0.6096814090490316,1.8679694025661066e-13,0.5457193012168565,3.32417855613685e-13,-0.6145819628717524,6.2282434895977304e-18
202528_at,0.01723748879884314,0.8671607883235901,-0.05596299120602948,0.4894181938567846,1.7741993638210925e-4,0.998057531753574
202529_at,0.09674575814031731,0.03406883055820958,0.0293470660845148,0.5215306693827204,-0.04208488773955405,0.33161307370931176
202530_at,-0.1588346952163151,2.4573114883600836e-4,-0.21904990625866616,3.9552509290860774e-8,0.20857710887199565,9.500891215935117e-8
202531_at,0.9616791699735032,3.3030439310186896e-32,0.8857542475158594,1.2765682643320371e-31,-0.7994775300619342,1.5698024328749623e-23
202532_s_at,0.11462870196419338,0.2746338545285904,0.0603602445963908,0.5133566084156197,-0.04961261722316863,0.5882360009390174
202534_x_at,0.5431129517322645,1.2005471844431287e-10,0.49199478311744993,4.8055581406120525e-11,-0.4897228115102459,3.5584305172402164e-10
202535_at,0.04706518198351197,0.4843982418790344,-0.01664622301763264,0.7961088920558554,0.01246729245432314,0.832416231823119
202536_at,0.1987431669164332,0.01257135895227139,0.13944167991833373,0.04884524497126119,-0.107059770631995,0.14553836136912338
202537_s_at,-0.0776963376774107,0.31770982443319,-0.13946357123887276,0.03522186403753011,0.197649723923352,0.00208036358489994
202538_s_at,0.08597773455628431,0.25953013121166135,0.02228954567039606,0.7495395637879687,0.02841598511583875,0.6823667193565807
202539_s_at,0.1545549612836239,0.10093274192040066,0.09931829527659798,0.23683496976227375,-0.08677777868045934,0.31494859306172374
202540_s_at,0.2106027716204325,0.01610716392489989,0.1460118710728339,0.06657004487385923,-0.15831733690506872,0.05174109325421641
202541_at,-0.0739720622035621,0.4209819807126232,-0.13079512708598065,0.06874904015142015,0.12662483025435775,0.08136367386855742
202542_s_at,-0.06167676940988762,0.3247377352537223,-0.12135416271031443,0.01174691267952123,0.1130640311145796,0.01760850743862086
202543_s_at,0.1386544197664301,0.20978752808420617,0.08135148195753757,0.4001796781112006,-0.11144800298759013,0.24737825267299177
202544_at,0.09652992140615328,0.199966360267279,0.03074080658735941,0.6566968399234818,-0.06548618867737668,0.3285323850117776
202546_at,0.02930124014394419,0.7266414436145495,-0.03822977343328565,0.5960365397099997,0.03141043310574519,0.6466499095831562
202548_s_at,-0.1697776081852786,0.0048902646528969,-0.23993250517571169,3.27182859674479e-5,0.1964551581366524,6.759328647531173e-4
202550_s_at,-0.4107078833124485,5.725693734130653e-14,-0.4814542835753053,3.451787651625949e-18,0.44425445543195735,9.458525093873206e-16
202551_s_at,0.2804579854743146,1.4277306248183e-4,0.21105742752609968,0.00238957745168171,-0.2062874982770645,0.00223024217373793
202553_s_at,-0.0505543575167485,0.380855735288584,-0.11651643464725547,0.01818669913788901,0.09235336333700264,0.06182567791011661
202554_s_at,-0.01355166927408159,0.9537890488155646,-0.08681654999112165,0.6339694935417015,0.3853886267758868,0.04605852558058385
202555_s_at,-0.4554547951019478,0.0133469509922069,-0.5392487410522331,0.00355161850022961,0.2810465096571487,0.10494416375123584
202557_at,0.37015132241264126,1.103440030996528e-5,0.32085848703981396,2.024626649027049e-5,-0.2888417734374599,4.9036815272710455e-5
202558_s_at,0.5560664056117937,1.376985128559198e-9,0.5113955621976117,5.677846651135685e-10,-0.4511168704317979,2.922882336962487e-9
202559_x_at,0.1391763739522965,1.2065593376173875e-6,0.06926918264886717,0.0374973550298883,-0.069435853974586,0.02865541531914594
202560_s_at,0.30232663564078877,8.125885600071313e-11,0.23643325521585035,4.999793461179287e-8,-0.24066343772691765,4.1231636276352756e-8
202562_s_at,0.19760201440232925,0.00245405377115879,0.12620357399169002,0.04547790493621789,-0.13758206244964866,0.0242666298421751
202564_x_at,-0.13596380760135726,0.02363267871495952,-0.20806914577880817,3.449520640135907e-4,0.18786884758423003,9.465998050596268e-4
202565_s_at,-0.1687531630243232,0.14372781525235723,-0.24428061040321877,0.02190076085795365,0.16678052862880574,0.1108302235519389
202566_s_at,-0.16363909778567406,0.14710639758819796,-0.2360141249357551,0.02380888352541751,0.13169317050352447,0.18986297922235448
202567_at,0.17761121802664254,9.365285868431012e-4,0.11388420890401728,0.02150487489752618,-0.1326272381394819,0.00582878490844731
202575_at,-0.21445568778927768,0.04922711646886124,0.11584458404186168,0.329131824091486,0.13359879325831492,0.1887831389135221
